date,cutlery,tips,order_price,uid,order_id
2022-01-06 09:41:14,1,30,490,687970,32765681
2022-01-26 04:58:42,5,160,1661,892785,78217751
2022-01-09 03:33:03,4,150,1072,475715,48896179
2022-01-02 13:44:47,1,40,923,120430,78059373
2022-01-14 01:48:31,2,110,777,196029,78984369
2022-01-02 13:31:41,3,30,576,246366,74841200
2022-01-30 17:14:04,4,130,802,399845,21490850
2022-01-01 07:57:26,6,0,0,880145,40616804
2022-01-28 16:37:10,2,60,886,144195,75542135
2022-01-31 14:43:32,2,120,437,423497,46640125
2022-01-04 18:21:30,1,70,853,672450,40788377
2022-01-20 20:06:00,4,90,897,153808,32511457
2022-01-23 06:54:46,2,50,872,945275,32103927
2022-01-26 17:10:56,2,40,692,575840,56105461
2022-01-01 05:17:06,4,10,360,713468,83674203
2022-01-22 23:45:08,1,10,509,211890,25080402
2022-01-01 02:29:30,5,0,0,238930,30508982
2022-01-06 09:08:10,4,100,662,982666,78454641
2022-01-05 07:22:02,5,170,545,817120,54174423
2022-01-01 19:07:38,6,0,0,790468,13019698
2022-01-17 10:24:24,3,40,334,678189,41957049
2022-01-16 01:14:54,2,70,790,697824,34220939
2022-01-02 21:56:08,5,110,1002,879320,48015129
2022-01-29 00:50:38,3,20,341,867008,92262651
2022-01-01 08:50:25,3,160,1272,700897,53709551
2022-01-28 23:39:23,2,40,967,295968,58579109
2022-01-01 17:10:24,6,0,0,526174,38931047
2022-01-27 07:43:38,4,60,661,146702,89184666
2022-01-30 08:33:16,4,30,386,184733,70536213
2022-01-25 09:05:50,4,150,891,984588,78415721
2022-01-04 10:35:50,3,100,686,483460,27985055
2022-01-12 15:40:46,2,50,748,613633,76250185
2022-01-11 01:15:06,4,110,451,798910,65697765
2022-01-25 23:56:29,4,100,789,803654,90999591
2022-01-05 08:21:59,3,60,339,656611,74003402
2022-01-19 03:29:06,3,80,980,588082,36569177
2022-01-08 01:08:31,5,80,943,293480,24496115
2022-01-22 16:33:24,4,60,746,204715,24432390
2022-01-08 21:22:51,2,80,918,790789,76316489
2022-01-03 14:19:41,4,20,850,413685,90925826
2022-01-05 22:32:36,1,40,463,299083,25698656
2022-01-09 19:10:50,3,80,756,725267,85484022
2022-01-09 22:28:00,6,160,1844,259133,36581899
2022-01-11 17:31:08,3,170,1359,636366,35377416
2022-01-24 16:09:56,1,60,700,794431,64200466
2022-01-01 08:36:35,4,0,0,114736,58483842
2022-01-15 22:50:59,6,160,1818,872586,85686846
2022-01-11 04:15:30,2,30,680,579617,76630149
2022-01-01 06:25:29,6,0,0,663046,39011807
2022-01-25 05:52:10,2,30,486,636681,62989974
2022-01-24 07:53:45,1,40,803,716023,82421428
2022-01-10 15:42:35,3,120,396,837313,83120435
2022-01-06 13:14:20,2,80,841,277061,47570303
2022-01-22 06:29:51,4,70,850,120502,34311977
2022-01-08 15:45:27,4,10,347,958020,31282164
2022-01-07 01:23:56,2,10,759,922008,79568751
2022-01-23 13:33:37,3,10,832,785164,87583896
2022-01-15 01:08:51,4,80,624,450585,51870640
2022-01-23 23:31:46,3,40,628,358573,23830807
2022-01-08 12:21:37,4,60,482,124870,41227716
2022-01-05 17:35:16,4,110,934,354820,67047128
2022-01-04 18:00:32,1,20,731,731933,22969180
2022-01-28 19:42:26,3,60,711,557993,38464689
2022-01-20 17:44:51,4,110,316,486570,99764274
2022-01-13 10:49:31,2,90,736,877086,73197715
2022-01-26 02:21:44,4,70,583,146493,98194607
2022-01-09 07:05:57,3,130,516,290126,57630023
2022-01-01 20:24:23,5,0,0,804399,74474062
2022-01-06 20:57:00,1,30,704,832539,15299325
2022-01-12 12:21:42,3,100,801,830792,75055270
2022-01-01 13:40:10,6,0,0,485165,43134088
2022-01-31 03:24:02,2,100,919,620992,52687215
2022-01-30 06:57:49,3,30,927,928794,16218233
2022-01-09 17:45:03,4,50,747,100637,16612605
2022-01-15 05:32:48,4,30,912,196029,78984369
2022-01-31 05:57:01,4,20,768,533088,38707137
2022-01-03 18:48:28,4,50,955,262749,19963923
2022-01-16 00:16:21,3,80,979,966681,49643666
2022-01-13 08:22:50,2,110,895,691999,74130466
2022-01-17 13:11:42,3,30,805,275793,27576704
2022-01-20 16:53:24,5,100,630,584535,44689473
2022-01-27 07:20:26,1,60,976,688036,42449016
2022-01-06 05:18:56,4,50,670,936340,40484580
2022-01-30 17:44:54,4,60,441,430806,71610426
2022-01-18 19:50:19,5,120,786,553834,67640486
2022-01-06 10:49:25,3,80,489,215837,88352177
2022-01-18 09:26:15,2,60,803,110781,98491825
2022-01-05 05:13:54,2,90,595,716023,82421428
2022-01-30 07:31:14,1,20,888,531259,74072487
2022-01-14 21:43:17,1,20,306,328383,40456717
2022-01-10 10:52:55,2,20,506,587732,76571224
2022-01-24 12:58:55,6,160,1528,820572,43941198
2022-01-23 01:16:20,1,70,988,228732,47651054
2022-01-03 16:46:09,1,50,476,914526,61305600
2022-01-14 23:26:32,4,80,952,998832,96371854
2022-01-01 07:08:29,4,0,0,434262,79545954
2022-01-17 10:29:55,2,50,494,303636,28057901
2022-01-31 10:28:09,3,20,456,755074,54008905
2022-01-01 14:46:14,3,90,715,834305,61158084
2022-01-07 15:11:54,2,120,304,800029,74958813
2022-01-01 01:36:45,2,40,707,482956,70461774
2022-01-07 00:19:03,3,60,478,462020,64833270
2022-01-22 01:36:13,2,70,946,959555,33326120
2022-01-14 09:05:32,1,90,850,980402,82768711
2022-01-13 06:17:25,3,120,463,726123,18291801
2022-01-15 20:04:22,4,40,598,792214,17035718
2022-01-30 11:16:42,3,120,542,674489,67225814
2022-01-04 05:31:07,4,40,691,874419,86286309
2022-01-11 04:35:02,2,30,407,970380,13724753
2022-01-08 14:57:35,4,130,692,637008,40222311
2022-01-04 13:33:07,4,60,377,795900,31511550
2022-01-14 13:45:28,6,140,1118,925846,67858191
2022-01-04 04:46:43,4,40,418,354820,67047128
2022-01-16 19:36:19,5,130,578,803654,90999591
2022-01-01 07:12:07,5,0,0,196883,76245754
2022-01-04 17:41:34,3,20,780,430265,88951329
2022-01-12 04:11:30,3,10,272,214396,54880864
2022-01-11 05:28:40,5,80,484,955938,75351337
2022-01-25 22:47:46,5,70,623,191396,81726839
2022-01-06 06:22:29,3,90,695,368048,78476149
2022-01-06 19:19:29,3,20,531,532334,94126829
2022-01-13 00:22:20,2,80,995,759169,88474087
2022-01-26 07:03:13,4,30,569,711181,27799483
2022-01-31 12:49:32,2,120,467,191396,81726839
2022-01-02 12:41:30,3,20,701,836246,15745289
2022-01-27 19:26:53,4,160,1281,196346,28109193
2022-01-01 23:53:10,5,0,0,771751,15762544
2022-01-15 20:23:05,3,90,751,267575,59844710
2022-01-30 06:40:27,4,160,876,209678,83339263
2022-01-25 21:16:06,5,100,985,797401,76444643
2022-01-31 13:51:34,3,120,791,833012,30803370
2022-01-24 13:14:55,3,170,556,547353,29146374
2022-01-13 16:48:42,3,90,950,815617,33186273
2022-01-31 00:26:43,2,90,432,830455,28765405
2022-01-21 20:53:19,3,100,691,100320,74682644
2022-01-03 07:06:42,4,60,468,774639,40777048
2022-01-06 11:24:11,2,10,648,256453,74916783
2022-01-19 00:55:13,4,60,359,950186,78651313
2022-01-01 16:39:40,3,110,720,285685,69070266
2022-01-23 02:27:32,5,70,567,815518,94624646
2022-01-16 07:15:47,4,110,363,311514,34359016
2022-01-23 11:32:02,2,10,905,593305,39218762
2022-01-15 06:47:03,4,150,1150,813263,10098520
2022-01-10 06:29:04,4,30,311,341681,59799987
2022-01-08 19:52:02,4,100,996,311788,21543572
2022-01-23 06:10:49,4,10,908,989320,26988516
2022-01-03 15:08:18,1,60,779,559762,91176860
2022-01-04 16:09:55,2,110,954,768249,19149450
2022-01-18 18:35:46,2,30,844,940340,31936668
2022-01-16 11:33:21,1,10,426,293004,98114493
2022-01-19 10:19:03,2,90,806,637008,40222311
2022-01-30 12:53:06,4,120,658,355124,75872907
2022-01-01 13:37:25,4,0,0,210118,88943485
2022-01-11 09:01:25,3,10,894,776059,13752993
2022-01-01 11:26:38,4,0,0,147589,76149095
2022-01-01 05:11:57,5,0,0,598788,68748448
2022-01-21 06:42:15,2,20,522,233744,50908948
2022-01-19 18:34:00,4,70,837,977407,63646569
2022-01-14 07:40:16,1,20,452,808794,37744709
2022-01-19 12:20:08,1,60,520,993408,15358680
2022-01-10 12:55:04,5,90,537,823374,33728806
2022-01-28 18:26:44,3,90,438,621333,47590943
2022-01-13 04:41:46,6,170,1173,305444,12710391
2022-01-13 17:09:38,1,40,925,967407,15754197
2022-01-16 19:41:06,1,50,659,527735,82330537
2022-01-20 05:16:56,2,40,444,729643,92645499
2022-01-08 03:21:56,1,50,953,543283,65130721
2022-01-03 12:34:32,5,120,837,825953,72794350
2022-01-16 20:36:44,2,60,424,190418,25376002
2022-01-27 20:52:48,1,10,355,531610,65134535
2022-01-26 01:40:27,3,10,524,983310,60635514
2022-01-02 17:11:54,4,90,772,550654,60587388
2022-01-19 21:06:33,4,30,819,472117,97145325
2022-01-08 13:40:39,1,10,775,414510,71687401
2022-01-13 11:41:33,1,50,852,556184,73434634
2022-01-07 03:41:34,4,10,642,124635,66319151
2022-01-10 00:39:12,6,160,822,279444,12911779
2022-01-21 14:35:14,1,40,675,141056,31677120
2022-01-14 05:45:21,4,90,757,736711,38856373
2022-01-03 04:34:31,2,70,929,866866,98071069
2022-01-13 05:04:13,2,40,750,700882,67912886
2022-01-01 22:56:01,6,0,0,315031,43792943
2022-01-19 10:57:45,1,50,375,318446,95121507
2022-01-29 14:12:21,4,80,886,637967,27687297
2022-01-26 23:09:12,1,10,387,928031,68442624
2022-01-13 19:13:27,4,110,826,711645,96375377
2022-01-25 07:17:08,1,30,708,340538,67479836
2022-01-28 06:26:26,2,20,700,469181,32476133
2022-01-29 00:15:25,2,80,340,836717,79747851
2022-01-12 10:01:39,4,40,818,562167,39729896
2022-01-20 06:31:31,5,120,558,272544,74841862
2022-01-20 11:41:23,5,150,531,254029,46349404
2022-01-01 07:08:27,4,0,0,125383,71925248
2022-01-12 05:41:31,2,60,756,851665,73646144
2022-01-24 08:10:10,1,20,824,260322,71139330
2022-01-01 02:49:26,4,0,0,794690,80595785
2022-01-01 09:58:06,6,0,0,803410,62872562
2022-01-26 05:40:25,1,50,546,819447,50338846
2022-01-01 02:38:54,6,0,0,566394,76723562
2022-01-21 17:24:58,4,60,347,814509,37785211
2022-01-08 17:58:01,2,20,292,416251,16873151
2022-01-23 19:36:15,1,10,592,257237,57376990
2022-01-07 11:48:46,5,130,479,524315,12527746
2022-01-01 04:14:09,5,110,256,933464,19446155
2022-01-01 02:52:50,1,40,378,250620,10107221
2022-01-06 19:17:31,5,70,417,824631,55083512
2022-01-31 18:23:40,4,80,786,475112,87120122
2022-01-01 15:44:39,4,0,0,870655,87552106
2022-01-30 20:57:00,4,80,378,247642,10507177
2022-01-25 00:37:12,2,20,608,833888,96951324
2022-01-04 04:36:25,2,70,379,793533,89719888
2022-01-31 23:58:45,4,130,522,548711,77560948
2022-01-12 13:26:51,5,100,306,424161,33991785
2022-01-25 01:35:32,3,50,364,621463,73366203
2022-01-10 02:47:14,3,50,787,339971,90928243
2022-01-01 03:06:24,6,0,0,963336,24877163
2022-01-18 08:49:03,5,170,1218,908227,94043630
2022-01-10 07:20:22,1,30,308,401983,41903925
2022-01-01 00:36:07,6,0,0,196611,30682579
2022-01-08 17:50:03,3,80,798,578764,94024459
2022-01-26 05:18:50,3,90,754,908210,60950272
2022-01-04 08:53:51,2,50,331,618590,62677119
2022-01-22 01:07:43,3,70,750,449925,77719206
2022-01-12 00:23:59,2,90,907,465345,94311574
2022-01-14 01:30:39,2,50,692,525177,59677045
2022-01-16 11:21:15,3,80,867,348860,49219866
2022-01-11 02:42:14,3,10,524,856216,99641963
2022-01-06 19:54:31,1,10,724,352478,31492696
2022-01-01 14:55:33,4,50,519,157543,96197228
2022-01-22 10:24:14,4,90,373,221161,45104487
2022-01-09 16:30:21,4,90,951,505238,66441479
2022-01-17 18:12:33,3,10,689,399110,56960160
2022-01-27 04:35:02,2,50,481,945779,25440328
2022-01-01 21:05:54,3,90,936,633440,16442835
2022-01-27 23:10:13,1,30,308,133793,11583278
2022-01-14 03:47:37,1,20,660,566240,55196553
2022-01-01 22:36:38,4,0,0,514440,56620811
2022-01-08 19:33:00,1,90,703,811770,89179039
2022-01-05 04:07:57,3,60,524,727936,55397228
2022-01-01 08:53:48,6,0,0,252047,70213473
2022-01-02 20:16:22,2,80,824,518831,98432987
2022-01-19 06:25:48,3,160,1636,302108,98747831
2022-01-15 06:46:20,1,30,729,441450,38711894
2022-01-08 17:46:56,5,90,561,210389,15174829
2022-01-10 12:19:39,3,40,456,374110,64844554
2022-01-31 17:19:13,2,100,814,690428,56132141
2022-01-18 16:00:18,1,70,333,866123,71530028
2022-01-01 09:08:36,4,0,0,391687,74554745
2022-01-24 00:50:49,2,20,341,923743,42848441
2022-01-06 10:32:46,1,10,468,168319,14191776
2022-01-01 15:12:22,2,40,727,237754,55470434
2022-01-04 12:24:25,3,170,1831,127448,24982266
2022-01-08 20:57:32,3,50,350,654247,51787356
2022-01-01 14:19:01,5,0,0,106650,20467449
2022-01-09 10:47:02,2,50,733,203037,73877648
2022-01-07 07:12:17,3,40,472,394593,67478754
2022-01-27 02:56:53,4,30,878,993559,12886635
2022-01-04 23:00:41,2,10,877,365666,48706517
2022-01-28 00:51:46,3,90,483,776059,13752993
2022-01-24 09:48:14,2,60,374,789941,12928584
2022-01-25 03:41:15,4,60,435,483939,13631120
2022-01-01 09:14:52,4,0,0,997120,39430173
2022-01-17 17:38:33,6,150,462,167534,68634257
2022-01-19 19:13:40,3,60,899,386531,27350934
2022-01-19 03:00:50,2,120,567,257167,29244647
2022-01-09 22:06:36,3,70,934,576327,41423283
2022-01-18 13:20:08,3,10,746,250352,25142653
2022-01-24 03:21:33,5,140,1013,500277,90439284
2022-01-31 20:37:57,4,20,656,312072,96986261
2022-01-29 09:50:05,1,50,466,535740,30694777
2022-01-11 08:57:58,1,90,531,607207,76502063
2022-01-03 08:56:00,4,20,705,907948,58573920
2022-01-22 04:00:06,6,130,1029,620246,77826099
2022-01-25 03:54:28,3,110,362,306311,74269058
2022-01-01 05:08:13,4,0,0,854245,44147764
2022-01-22 08:13:23,1,50,447,368048,78476149
2022-01-15 21:44:03,6,130,472,201008,82997228
2022-01-16 10:16:06,5,170,1830,225582,38133383
2022-01-23 02:08:14,2,90,828,105896,25572921
2022-01-10 09:31:07,2,100,645,403807,50605807
2022-01-15 22:15:35,4,160,1118,305062,63843537
2022-01-01 16:35:44,6,0,0,178234,70435385
2022-01-14 08:48:51,3,40,554,107472,32873456
2022-01-26 04:53:57,3,110,717,690219,53629208
2022-01-18 21:53:46,3,60,503,504755,78089119
2022-01-05 09:50:45,2,30,900,499064,16070334
2022-01-29 21:19:15,2,10,820,575023,15753284
2022-01-21 20:27:48,3,30,411,145645,26274007
2022-01-08 12:08:19,2,50,922,599776,80140294
2022-01-24 00:35:31,3,80,547,767038,71517392
2022-01-23 23:51:58,6,130,670,285116,40088027
2022-01-06 09:25:23,5,80,989,572633,69743255
2022-01-31 15:20:29,4,110,358,275367,36550606
2022-01-03 13:38:06,3,10,895,108744,57289756
2022-01-18 11:21:35,3,30,800,189156,39874589
2022-01-20 01:11:11,4,130,851,992751,77567458
2022-01-07 14:12:08,3,60,647,422615,50615739
2022-01-13 05:07:44,1,60,605,359588,28581856
2022-01-13 20:23:25,4,50,538,965121,23983299
2022-01-02 17:25:10,3,20,451,455698,38025932
2022-01-24 09:05:11,3,50,346,348761,67797976
2022-01-26 08:48:17,2,40,516,866105,22479333
2022-01-07 08:18:05,6,150,404,669454,69139328
2022-01-23 06:51:48,3,90,432,494805,61968178
2022-01-08 04:57:56,1,30,912,253328,77839877
2022-01-19 05:01:01,3,80,403,764715,19940190
2022-01-01 19:15:05,6,0,0,669707,84515752
2022-01-12 09:03:05,1,40,672,622571,99367475
2022-01-31 14:49:48,4,60,492,818963,45742904
2022-01-23 10:30:28,3,110,509,957128,55019787
2022-01-18 11:08:17,1,70,374,107472,32873456
2022-01-20 11:18:44,4,100,679,506731,42984546
2022-01-16 08:07:09,2,50,429,928794,16218233
2022-01-04 23:44:33,3,110,796,200603,58737784
2022-01-16 04:45:43,3,20,919,858240,59748261
2022-01-10 05:10:05,5,90,826,857669,76593998
2022-01-24 13:10:13,2,20,460,491461,25620453
2022-01-24 14:13:09,4,20,452,274864,34997162
2022-01-31 19:29:27,4,140,1075,122172,13344612
2022-01-11 17:38:39,4,100,778,178746,97087367
2022-01-10 02:22:40,2,40,542,100320,74682644
2022-01-16 02:03:15,1,30,344,709811,44704426
2022-01-04 16:02:20,1,70,890,419756,82771747
2022-01-29 12:39:10,2,10,873,238877,11860145
2022-01-05 06:03:04,1,80,636,466764,11237660
2022-01-16 16:59:34,3,30,811,125609,89393779
2022-01-09 04:47:26,4,120,317,887772,58746159
2022-01-11 10:29:54,6,140,1018,789928,50104633
2022-01-12 21:20:20,4,20,822,430951,84464613
2022-01-01 23:28:31,4,0,0,593234,39456410
2022-01-24 15:48:03,3,20,645,830802,68771536
2022-01-05 21:28:53,3,30,482,964662,72300798
2022-01-29 00:50:23,4,130,770,844332,15071051
2022-01-17 11:59:41,2,20,659,582636,59815892
2022-01-19 07:31:31,1,30,351,767073,43303253
2022-01-22 01:11:18,1,40,555,456458,57979267
2022-01-26 13:17:32,4,80,698,607983,68480754
2022-01-18 01:24:47,2,60,540,270818,13234549
2022-01-11 23:31:58,4,90,463,799001,48874505
2022-01-22 08:32:14,1,40,537,550824,44652841
2022-01-07 18:30:16,1,60,834,256497,50351165
2022-01-30 06:06:57,1,10,522,767038,71517392
2022-01-15 00:12:58,2,20,804,782763,31354930
2022-01-01 19:35:55,5,0,0,279206,54796597
2022-01-21 20:45:13,1,80,810,523735,85853561
2022-01-25 09:46:50,5,120,928,154153,73502502
2022-01-19 02:25:23,3,120,316,539621,57630574
2022-01-01 18:09:52,4,100,388,580210,79444218
2022-01-07 11:12:16,1,90,463,738941,87740090
2022-01-01 09:45:31,5,0,0,543902,66926583
2022-01-04 03:12:31,2,30,643,868322,10876336
2022-01-01 06:13:41,4,0,0,316405,54067598
2022-01-23 17:55:47,3,110,517,169512,92687078
2022-01-29 02:26:14,4,20,415,501115,77850486
2022-01-21 10:32:08,4,10,766,810649,65228664
2022-01-08 12:25:16,1,90,742,182523,72780829
2022-01-26 04:32:18,1,10,539,984686,39192895
2022-01-29 22:05:19,4,150,1154,794856,37815060
2022-01-17 16:44:51,2,60,542,560384,73496436
2022-01-31 00:02:12,2,40,757,657128,34306019
2022-01-04 09:52:10,3,80,388,866649,65613857
2022-01-15 14:08:16,4,70,701,339971,90928243
2022-01-28 04:08:05,3,50,765,240756,76901443
2022-01-23 10:18:05,1,30,905,500691,29717362
2022-01-28 23:37:43,2,40,857,206729,62873817
2022-01-29 18:05:56,1,20,292,559999,14790154
2022-01-01 16:34:54,6,0,0,349451,76772243
2022-01-29 17:23:19,4,20,545,603380,31600725
2022-01-26 11:04:54,4,30,687,375007,87773452
2022-01-16 08:30:03,2,110,1013,833644,10609950
2022-01-02 15:10:26,5,120,672,387647,45365643
2022-01-06 15:27:02,5,160,598,937708,74064213
2022-01-19 20:52:07,3,70,929,243260,21344008
2022-01-15 05:40:37,2,60,693,394896,27533266
2022-01-03 22:12:38,5,70,1044,613376,84043454
2022-01-27 12:08:29,1,40,731,748548,94085182
2022-01-05 08:07:50,5,80,585,505296,75732202
2022-01-03 22:28:21,4,40,940,613376,84043454
2022-01-01 03:12:54,4,0,0,601111,47947365
2022-01-12 20:20:38,4,160,961,729418,13551154
2022-01-01 06:12:09,3,110,894,671700,24784479
2022-01-27 02:49:56,3,80,401,107355,55021942
2022-01-28 20:23:28,1,20,903,145487,34893904
2022-01-01 18:33:32,4,0,0,286873,64691281
2022-01-23 16:08:49,2,90,1035,257285,67980437
2022-01-10 07:00:53,4,90,581,676726,93117878
2022-01-03 10:27:20,2,10,451,408685,57676056
2022-01-21 13:43:03,2,120,269,141407,78001726
2022-01-04 04:06:13,1,40,828,233744,50908948
2022-01-24 17:46:44,2,100,814,808794,37744709
2022-01-07 17:25:42,5,80,394,854105,52419056
2022-01-01 14:57:34,4,0,0,279444,12911779
2022-01-15 11:49:55,4,80,660,461704,86158216
2022-01-23 21:42:05,2,30,719,570082,93184749
2022-01-12 05:53:47,4,20,890,694695,65226298
2022-01-17 16:22:14,4,50,363,952328,40662908
2022-01-31 07:40:18,4,110,566,325873,54341223
2022-01-12 00:26:13,1,50,944,558390,28083716
2022-01-25 09:43:52,4,170,929,402690,10449104
2022-01-05 09:50:43,1,50,328,464894,92230072
2022-01-08 06:22:20,3,10,906,454533,47773352
2022-01-28 01:31:24,3,90,760,334196,76901986
2022-01-10 09:33:32,4,50,406,431910,20504852
2022-01-17 02:42:08,3,80,745,397297,88139320
2022-01-24 05:09:12,2,40,358,886390,94658121
2022-01-15 01:22:50,3,10,280,118953,51066150
2022-01-29 06:36:42,3,60,496,975752,43477299
2022-01-01 15:28:32,5,0,0,171276,61575823
2022-01-27 19:58:15,4,40,580,615410,45902745
2022-01-01 22:26:33,6,130,1144,463468,71267012
2022-01-01 15:51:06,6,0,0,610801,26180505
2022-01-24 10:28:35,4,80,712,915905,40002696
2022-01-26 04:09:00,4,50,680,454790,11796877
2022-01-22 05:41:55,1,80,885,533419,55541055
2022-01-19 23:42:51,2,60,924,288276,73713045
2022-01-10 09:39:21,4,30,571,638570,31922973
2022-01-01 23:23:39,4,10,485,402581,16314573
2022-01-19 23:54:18,5,80,595,768249,19149450
2022-01-20 09:48:59,2,20,941,750904,39332312
2022-01-24 16:34:14,5,100,502,345130,77706787
2022-01-08 17:33:03,5,70,883,992035,17355621
2022-01-18 19:43:37,3,130,806,838127,41740622
2022-01-14 09:43:19,3,80,664,451791,42339021
2022-01-12 16:27:00,3,30,878,127609,84404174
2022-01-01 02:47:51,6,0,0,896636,41232385
2022-01-26 13:00:27,1,50,623,345130,77706787
2022-01-02 06:34:35,4,50,925,775679,78204378
2022-01-01 16:33:35,4,0,0,882803,92656899
2022-01-01 01:09:20,5,0,0,947763,80773889
2022-01-03 20:37:30,5,80,574,460246,45248813
2022-01-25 23:41:46,3,140,808,211925,19684731
2022-01-23 14:04:02,3,170,1793,432900,64635896
2022-01-20 12:20:44,2,20,851,550556,85937008
2022-01-01 06:45:37,4,0,0,754806,39179385
2022-01-01 05:21:32,6,0,0,229615,26910847
2022-01-24 14:56:13,1,50,635,781017,31286861
2022-01-14 10:26:22,3,90,754,125421,67167310
2022-01-29 02:33:41,3,30,707,880667,38617794
2022-01-12 17:02:22,2,40,536,367079,89968286
2022-01-06 18:22:04,4,90,606,423918,81725516
2022-01-09 04:58:06,5,80,939,246366,74841200
2022-01-24 10:19:21,4,70,1022,260652,92430299
2022-01-15 22:01:11,2,30,560,776464,25108400
2022-01-20 01:23:37,2,50,855,803654,90999591
2022-01-01 22:09:34,4,0,0,121280,11489747
2022-01-11 17:42:11,3,20,341,892831,48672748
2022-01-04 07:04:05,4,40,601,437624,54699872
2022-01-11 04:31:37,4,30,635,501247,30082433
2022-01-30 05:09:45,2,50,348,415220,37925217
2022-01-27 13:12:32,4,140,534,105283,66902538
2022-01-09 12:48:31,5,80,540,665499,71740843
2022-01-16 03:55:41,2,30,632,709176,52472154
2022-01-02 10:16:23,2,40,587,867658,54867163
2022-01-31 14:27:25,3,150,932,288901,44449598
2022-01-20 17:27:14,2,100,577,682484,13512595
2022-01-19 17:38:44,6,140,424,540487,87039706
2022-01-30 07:55:43,6,150,835,487683,49736518
2022-01-01 16:16:39,4,0,0,868386,27472082
2022-01-01 01:21:09,3,110,379,802816,81108440
2022-01-07 18:24:52,2,40,526,518474,91644866
2022-01-09 19:40:49,4,50,364,750722,67405298
2022-01-31 07:42:05,6,140,462,281927,38593134
2022-01-02 00:20:58,1,30,451,598863,97812533
2022-01-14 21:48:37,4,60,545,634137,71114674
2022-01-01 03:09:29,4,150,625,936369,40399437
2022-01-28 05:49:32,5,70,547,242949,79497047
2022-01-13 16:31:27,6,170,1434,278606,79330132
2022-01-23 07:52:28,5,70,385,442782,57930015
2022-01-18 13:39:00,4,100,1007,496017,17896238
2022-01-11 04:14:39,2,10,528,805167,46221679
2022-01-29 15:57:46,6,130,972,272399,10916143
2022-01-07 20:49:09,4,40,802,233272,81363340
2022-01-14 12:59:32,5,80,384,863010,63853574
2022-01-24 21:38:23,2,30,845,875057,80548635
2022-01-15 23:39:18,4,30,550,161759,60959319
2022-01-15 10:26:02,1,90,342,130680,86799026
2022-01-13 01:17:23,4,40,383,995550,33244199
2022-01-27 03:14:05,1,70,589,369675,21583964
2022-01-15 12:10:36,4,10,715,682334,37799492
2022-01-04 14:49:14,5,130,741,796309,93631361
2022-01-06 08:15:36,2,50,934,216547,12617015
2022-01-22 07:04:47,4,60,796,948352,84196455
2022-01-01 14:22:29,6,0,0,590712,73888951
2022-01-07 05:37:58,3,20,761,676668,49234713
2022-01-01 18:47:46,4,0,0,377635,90514741
2022-01-17 11:01:44,2,120,501,335415,17550316
2022-01-01 19:29:24,1,70,863,782502,91892995
2022-01-02 09:24:54,3,60,556,669193,16998648
2022-01-03 11:01:18,4,170,820,371778,90682654
2022-01-14 10:08:45,2,40,666,311894,59711346
2022-01-02 20:27:36,4,90,424,443669,14958119
2022-01-01 13:30:43,5,0,0,543482,90258633
2022-01-11 14:32:50,2,70,893,650776,75607249
2022-01-08 12:38:35,1,60,506,461704,86158216
2022-01-15 05:26:37,4,50,958,817442,40180633
2022-01-21 11:13:21,1,40,614,417368,47906333
2022-01-01 13:38:57,4,0,0,849920,50889165
2022-01-27 20:07:46,2,80,651,581997,98278698
2022-01-19 23:39:35,4,60,913,852477,13494496
2022-01-24 16:19:14,5,110,893,120309,63756938
2022-01-24 17:18:07,2,20,747,551761,12974771
2022-01-01 15:08:10,6,0,0,984588,78415721
2022-01-06 22:37:09,5,100,269,445659,10281886
2022-01-13 18:15:01,3,20,739,462148,23497055
2022-01-27 23:06:11,3,60,652,273770,32509276
2022-01-14 21:52:41,3,10,711,107130,10564056
2022-01-12 14:25:51,5,70,754,267397,98456681
2022-01-03 19:11:01,3,100,1018,734473,46850484
2022-01-02 19:24:40,2,20,894,591626,84940413
2022-01-16 02:52:40,1,90,907,821681,25935817
2022-01-09 09:17:39,3,10,468,982666,78454641
2022-01-27 10:31:31,2,30,879,441354,28584657
2022-01-17 08:32:21,2,10,377,353664,41492636
2022-01-09 04:55:52,5,120,769,587687,29507052
2022-01-01 12:27:13,6,0,0,200174,58421974
2022-01-10 05:42:20,2,70,923,461033,62870711
2022-01-04 23:09:28,3,20,629,478293,32692106
2022-01-05 06:53:54,1,10,534,112384,90145397
2022-01-01 06:28:20,5,0,0,602925,13037480
2022-01-25 09:42:35,3,50,944,687920,10407217
2022-01-12 00:16:36,1,60,377,334937,97753055
2022-01-16 15:52:10,1,10,412,444656,29224589
2022-01-02 12:00:24,2,60,336,853350,50711990
2022-01-08 00:53:11,4,60,355,868186,20678378
2022-01-04 22:01:04,4,40,629,333129,79298240
2022-01-08 04:20:29,4,20,803,550824,44652841
2022-01-09 21:42:19,4,10,728,970099,68426954
2022-01-01 00:33:46,4,0,0,501496,84706971
2022-01-29 15:23:56,4,20,280,549763,94857357
2022-01-19 13:34:56,4,100,592,399845,21490850
2022-01-02 08:07:54,3,80,996,818676,78810903
2022-01-26 01:32:40,4,70,836,801495,70172259
2022-01-02 08:53:17,2,40,916,323788,32753080
2022-01-20 07:25:07,3,40,782,333086,95225754
2022-01-20 18:12:01,2,60,856,965495,68532950
2022-01-15 17:18:11,2,60,877,597010,22456235
